chronological_rank,release_date,date_confidence,evolution_id,name,name_zh,slug,category,status,url
578,2026-03-12,inferred,636,Roadrunner - Season 6 Level 24 (P),,roadrunner-season-6-level-24-p,SEASON 6 - REWARDS,expired,https://www.futbin.com/26/evolutions/636/roadrunner-season-6-level-24-p
579,2026-03-12,inferred,637,Up to Speed,,up-to-speed,SEASON 6 - REWARDS,expired,https://www.futbin.com/26/evolutions/637/up-to-speed
580,2026-03-12,inferred,639,Pinged Pass+ - Season lvl 28,,pinged-pass-season-lvl-28,SEASON 6 - REWARDS,expired,https://www.futbin.com/26/evolutions/639/pinged-pass-season-lvl-28
581,2026-03-12,inferred,640,Make Your Idol - Finesse+,,make-your-idol-finesse,SEASON 6 LEVEL: 7,expired,https://www.futbin.com/26/evolutions/640/make-your-idol-finesse
582,2026-03-12,inferred,641,Make Your Idol - First Touch+,,make-your-idol-first-touch,SEASON 6 LEVEL: 7,expired,https://www.futbin.com/26/evolutions/641/make-your-idol-first-touch
583,2026-03-12,inferred,642,Make Your Idol - Pinged Pass+,,make-your-idol-pinged-pass,SEASON 6 LEVEL: 7,expired,https://www.futbin.com/26/evolutions/642/make-your-idol-pinged-pass
584,2026-03-12,inferred,643,Make Your Idol - Rapid+,,make-your-idol-rapid,SEASON 6 LEVEL: 7,expired,https://www.futbin.com/26/evolutions/643/make-your-idol-rapid
585,2026-03-12,inferred,644,Make Your Idol - Quick Step+,,make-your-idol-quick-step,SEASON 6 LEVEL: 7,expired,https://www.futbin.com/26/evolutions/644/make-your-idol-quick-step
586,2026-03-12,inferred,645,Make Your Idol - Anticipate+,,make-your-idol-anticipate,SEASON 6 LEVEL: 7,expired,https://www.futbin.com/26/evolutions/645/make-your-idol-anticipate
587,2026-03-12,exact,646,Cake Catcher,,cake-catcher,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/646/cake-catcher
588,2026-03-12,inferred,647,Goal Machine,,goal-machine,SEASON 6 LEVEL: 8,expired,https://www.futbin.com/26/evolutions/647/goal-machine
589,2026-03-13,exact,649,Birthday Bonito,,birthday-bonito,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/649/birthday-bonito
590,2026-03-13,exact,650,Old School Midfielder,,old-school-midfielder,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/650/old-school-midfielder
591,2026-03-14,exact,651,Brilliant Dribbler,,brilliant-dribbler,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/651/brilliant-dribbler
592,2026-03-14,exact,652,FUT Birthday Retro 18,,fut-birthday-retro-18,COSMETICS,expired,https://www.futbin.com/26/evolutions/652/fut-birthday-retro-18
593,2026-03-14,exact,653,FUT Birthday Retro 19,,fut-birthday-retro-19,COSMETICS,expired,https://www.futbin.com/26/evolutions/653/fut-birthday-retro-19
594,2026-03-14,exact,654,FUT Birthday Retro 20,,fut-birthday-retro-20,COSMETICS,expired,https://www.futbin.com/26/evolutions/654/fut-birthday-retro-20
595,2026-03-15,exact,655,Birthday Brunch,,birthday-brunch,TRAINING CAMP,expired,https://www.futbin.com/26/evolutions/655/birthday-brunch
596,2026-03-16,exact,656,Party in the Middle,,party-in-the-middle,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/656/party-in-the-middle
597,2026-03-16,inferred,657,Bruiser+,,bruiser,REWARDS,expired,https://www.futbin.com/26/evolutions/657/bruiser
598,2026-03-16,inferred,658,Tiki Taka+ and Low Driven+,,tiki-taka-and-low-driven,REWARDS,expired,https://www.futbin.com/26/evolutions/658/tiki-taka-and-low-driven
599,2026-03-16,inferred,659,5 Star Skill Moves and Weak Foot Upgrade,,5-star-skill-moves-and-weak-foot-upgrade,REWARDS,expired,https://www.futbin.com/26/evolutions/659/5-star-skill-moves-and-weak-foot-upgrade
600,2026-03-16,inferred,660,Fly Fishing,,fly-fishing,REWARDS,expired,https://www.futbin.com/26/evolutions/660/fly-fishing
601,2026-03-17,inferred,661,5 Star Weak Foot Upgrades,,5-star-weak-foot-upgrades,REWARDS,expired,https://www.futbin.com/26/evolutions/661/5-star-weak-foot-upgrades
602,2026-03-17,inferred,662,Turbocharged,,turbocharged,REWARDS,expired,https://www.futbin.com/26/evolutions/662/turbocharged
603,2026-03-17,inferred,663,Quick Step +,,quick-step,REWARDS,active,https://www.futbin.com/26/evolutions/663/quick-step
604,2026-03-17,inferred,664,Intercept+,,intercept,REWARDS,active,https://www.futbin.com/26/evolutions/664/intercept
605,2026-03-17,inferred,665,Low Driven+,,low-driven,REWARDS,active,https://www.futbin.com/26/evolutions/665/low-driven
606,2026-03-17,exact,666,UCL Specialist,,ucl-specialist,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/666/ucl-specialist
607,2026-03-18,exact,667,Party at the Back,,party-at-the-back,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/667/party-at-the-back
608,2026-03-19,exact,668,Party Exit,,party-exit,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/668/party-exit
609,2026-03-19,inferred,669,Guardian of the Line,,guardian-of-the-line,SEASON 6 LEVEL: 10,expired,https://www.futbin.com/26/evolutions/669/guardian-of-the-line
610,2026-03-20,inferred,670,5 Star Factory 2,,5-star-factory-2,REWARDS,expired,https://www.futbin.com/26/evolutions/670/5-star-factory-2
611,2026-03-20,exact,671,National Captain,,national-captain,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/671/national-captain
612,2026-03-20,inferred,672,National Captain: Final Touch,,national-captain-final-touch,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/672/national-captain-final-touch
613,2026-03-20,exact,673,Euro Trio,,euro-trio,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/673/euro-trio
614,2026-03-20,exact,674,South American Stars,,south-american-stars,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/674/south-american-stars
615,2026-03-20,exact,675,Euro Minitrip,,euro-minitrip,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/675/euro-minitrip
616,2026-03-20,inferred,676,Batigol,,batigol,REWARDS,expired,https://www.futbin.com/26/evolutions/676/batigol
617,2026-03-20,inferred,677,FOF Answer The Call,,fof-answer-the-call,REWARDS,expired,https://www.futbin.com/26/evolutions/677/fof-answer-the-call
618,2026-03-20,inferred,678,CAM Provisions,,cam-provisions,REWARDS,expired,https://www.futbin.com/26/evolutions/678/cam-provisions
619,2026-03-21,inferred,679,CDM Provisions,,cdm-provisions,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/679/cdm-provisions
620,2026-03-21,inferred,680,Blonde Angel,,blonde-angel,REWARDS,expired,https://www.futbin.com/26/evolutions/680/blonde-angel
621,2026-03-21,inferred,681,Technical+,,technical,REWARDS,expired,https://www.futbin.com/26/evolutions/681/technical
622,2026-03-21,inferred,682,Rapid+,,rapid,REWARDS,expired,https://www.futbin.com/26/evolutions/682/rapid
623,2026-03-21,exact,683,High-Speed Action,,high-speed-action,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/683/high-speed-action
624,2026-03-21,exact,684,FOF: Answer the Call,,fof-answer-the-call,COSMETICS,expired,https://www.futbin.com/26/evolutions/684/fof-answer-the-call
625,2026-03-21,exact,685,Build your own FUT Birthday,,build-your-own-fut-birthday,COSMETICS,expired,https://www.futbin.com/26/evolutions/685/build-your-own-fut-birthday
626,2026-03-22,exact,686,O Maestro da Copa,,o-maestro-da-copa,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/686/o-maestro-da-copa
627,2026-03-24,exact,687,Over the Top,,over-the-top,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/687/over-the-top
628,2026-03-25,exact,688,Top Scorer,,top-scorer,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/688/top-scorer
629,2026-03-26,exact,689,Net Guardian,,net-guardian,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/689/net-guardian
630,2026-03-27,exact,690,Dutch Decider,,dutch-decider,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/690/dutch-decider
631,2026-03-27,exact,691,The Bullet Man,,the-bullet-man,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/691/the-bullet-man
632,2026-03-28,exact,692,Dropping Deep,,dropping-deep,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/692/dropping-deep
633,2026-03-29,exact,693,Hat Trick Delight,,hat-trick-delight,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/693/hat-trick-delight
634,2026-03-30,exact,694,Muscle Up,,muscle-up,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/694/muscle-up
635,2026-03-31,exact,695,Supersonic Strike,,supersonic-strike,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/695/supersonic-strike
636,2026-04-01,exact,696,Welsh Wonder Strike,,welsh-wonder-strike,TRAINING CAMP,expired,https://www.futbin.com/26/evolutions/696/welsh-wonder-strike
637,2026-04-02,inferred,697,Momentum Shift,,momentum-shift,REWARDS,expired,https://www.futbin.com/26/evolutions/697/momentum-shift
638,2026-04-02,exact,698,Battle Till The End,,battle-till-the-end,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/698/battle-till-the-end
639,2026-04-03,exact,699,Empress of the Box,,empress-of-the-box,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/699/empress-of-the-box
640,2026-04-03,inferred,700,Two Way Player I,,two-way-player-i,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/700/two-way-player-i
641,2026-04-03,exact,701,GK Roles++,,gk-roles,ROLES,expired,https://www.futbin.com/26/evolutions/701/gk-roles
642,2026-04-03,exact,702,CB Roles++,,cb-roles,ROLES,expired,https://www.futbin.com/26/evolutions/702/cb-roles
643,2026-04-03,exact,703,LB Roles++,,lb-roles,ROLES,expired,https://www.futbin.com/26/evolutions/703/lb-roles
644,2026-04-03,exact,704,RB Roles++,,rb-roles,ROLES,expired,https://www.futbin.com/26/evolutions/704/rb-roles
645,2026-04-03,exact,705,CDM Roles++,,cdm-roles,ROLES,expired,https://www.futbin.com/26/evolutions/705/cdm-roles
646,2026-04-03,exact,706,CM Roles++,,cm-roles,ROLES,expired,https://www.futbin.com/26/evolutions/706/cm-roles
647,2026-04-03,exact,707,CAM Roles++,,cam-roles,ROLES,expired,https://www.futbin.com/26/evolutions/707/cam-roles
648,2026-04-03,exact,708,LM Roles++,,lm-roles,ROLES,expired,https://www.futbin.com/26/evolutions/708/lm-roles
649,2026-04-03,exact,709,RM Roles++,,rm-roles,ROLES,expired,https://www.futbin.com/26/evolutions/709/rm-roles
650,2026-04-03,exact,710,LW Roles++,,lw-roles,ROLES,expired,https://www.futbin.com/26/evolutions/710/lw-roles
651,2026-04-03,exact,711,RW Roles++,,rw-roles,ROLES,expired,https://www.futbin.com/26/evolutions/711/rw-roles
652,2026-04-03,exact,712,ST Roles++,,st-roles,ROLES,expired,https://www.futbin.com/26/evolutions/712/st-roles
653,2026-04-03,inferred,713,Quad Thread,,quad-thread,REWARDS,expired,https://www.futbin.com/26/evolutions/713/quad-thread
654,2026-04-04,inferred,714,Fancy Footwork,,fancy-footwork,REWARDS,expired,https://www.futbin.com/26/evolutions/714/fancy-footwork
655,2026-04-04,inferred,715,Two Way Player II,,two-way-player-ii,REWARDS,expired,https://www.futbin.com/26/evolutions/715/two-way-player-ii
656,2026-04-04,exact,716,El Tiburón,,el-tiburon,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/716/el-tiburon
657,2026-04-04,inferred,717,Passing Pulse,,passing-pulse,REWARDS,expired,https://www.futbin.com/26/evolutions/717/passing-pulse
658,2026-04-04,inferred,718,All-Around Impact,,all-around-impact,REWARDS,active,https://www.futbin.com/26/evolutions/718/all-around-impact
659,2026-04-04,inferred,719,Anticipate+,,anticipate,REWARDS,active,https://www.futbin.com/26/evolutions/719/anticipate
660,2026-04-05,inferred,720,Technical+,,technical,REWARDS,active,https://www.futbin.com/26/evolutions/720/technical
661,2026-04-05,inferred,721,Finesse Shot+,,finesse-shot,REWARDS,active,https://www.futbin.com/26/evolutions/721/finesse-shot
662,2026-04-05,inferred,722,Quick Step+,,quick-step,REWARDS,active,https://www.futbin.com/26/evolutions/722/quick-step
663,2026-04-05,inferred,723,Finesse Shot,,finesse-shot,REWARDS,expired,https://www.futbin.com/26/evolutions/723/finesse-shot
664,2026-04-05,exact,724,What a Hit,,what-a-hit,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/724/what-a-hit
665,2026-04-06,inferred,725,The Very Best,,the-very-best,REWARDS,expired,https://www.futbin.com/26/evolutions/725/the-very-best
666,2026-04-06,exact,726,Blazing Winger,,blazing-winger,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/726/blazing-winger
667,2026-04-07,exact,727,Lisbon Lifeline,,lisbon-lifeline,TRAINING CAMP,expired,https://www.futbin.com/26/evolutions/727/lisbon-lifeline
668,2026-04-07,inferred,728,Red Bull - Physical,,red-bull-physical,REWARDS,expired,https://www.futbin.com/26/evolutions/728/red-bull-physical
669,2026-04-08,inferred,729,Red Bull - Shooting,,red-bull-shooting,REWARDS,expired,https://www.futbin.com/26/evolutions/729/red-bull-shooting
670,2026-04-08,inferred,730,Red Bull - Pace,,red-bull-pace,REWARDS,expired,https://www.futbin.com/26/evolutions/730/red-bull-pace
671,2026-04-08,exact,731,Conductor’s Codex,,conductors-codex,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/731/conductors-codex
672,2026-04-09,inferred,732,Crownbreaker Boost,,crownbreaker-boost,REWARDS,expired,https://www.futbin.com/26/evolutions/732/crownbreaker-boost
673,2026-04-09,exact,733,Calm Under Pressure,,calm-under-pressure,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/733/calm-under-pressure
674,2026-04-10,exact,734,Il Capitano,,il-capitano,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/734/il-capitano
675,2026-04-10,exact,735,Into the Spotlight,,into-the-spotlight,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/735/into-the-spotlight
676,2026-04-10,inferred,736,Passing Technician,,passing-technician,REWARDS,active,https://www.futbin.com/26/evolutions/736/passing-technician
677,2026-04-10,inferred,737,Pinged Pass+,,pinged-pass,REWARDS,expired,https://www.futbin.com/26/evolutions/737/pinged-pass
678,2026-04-10,inferred,738,Pace & Place,,pace--place,REWARDS,expired,https://www.futbin.com/26/evolutions/738/pace--place
679,2026-04-11,inferred,739,Incisive Pass+,,incisive-pass,REWARDS,expired,https://www.futbin.com/26/evolutions/739/incisive-pass
680,2026-04-11,inferred,740,Inventive+,,inventive,REWARDS,expired,https://www.futbin.com/26/evolutions/740/inventive
681,2026-04-11,inferred,741,Drifting Away,,drifting-away,REWARDS,expired,https://www.futbin.com/26/evolutions/741/drifting-away
682,2026-04-11,exact,743,Bottom Corner,,bottom-corner,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/743/bottom-corner
683,2026-04-11,exact,744,Trophy Titans,,trophy-titans,COSMETICS,expired,https://www.futbin.com/26/evolutions/744/trophy-titans
684,2026-04-12,exact,745,Backline Boost,,backline-boost,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/745/backline-boost
685,2026-04-12,inferred,746,Velocity Touch,,velocity-touch,REWARDS,expired,https://www.futbin.com/26/evolutions/746/velocity-touch
686,2026-04-13,inferred,747,Whip It In,,whip-it-in,REWARDS,expired,https://www.futbin.com/26/evolutions/747/whip-it-in
687,2026-04-13,inferred,748,Crunch Time,,crunch-time,REWARDS,active,https://www.futbin.com/26/evolutions/748/crunch-time
688,2026-04-13,exact,749,The Makélélé Role,,the-makelele-role,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/749/the-makelele-role
689,2026-04-13,inferred,750,Last Ditch Effort,,last-ditch-effort,REWARDS,expired,https://www.futbin.com/26/evolutions/750/last-ditch-effort
690,2026-04-14,inferred,751,Aerial Impact,,aerial-impact,REWARDS,expired,https://www.futbin.com/26/evolutions/751/aerial-impact
691,2026-04-14,exact,752,Beast Mode,,beast-mode,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/752/beast-mode
692,2026-04-15,inferred,753,El Pistolero,,el-pistolero,REWARDS,expired,https://www.futbin.com/26/evolutions/753/el-pistolero
693,2026-04-15,exact,754,Hawk Eyed,,hawk-eyed,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/754/hawk-eyed
694,2026-04-16,inferred,755,Kinetic Boost,,kinetic-boost,REWARDS,expired,https://www.futbin.com/26/evolutions/755/kinetic-boost
695,2026-04-16,exact,756,Three to Remember,,three-to-remember,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/756/three-to-remember
696,2026-04-17,inferred,757,Rapid+,,rapid,REWARDS,expired,https://www.futbin.com/26/evolutions/757/rapid
697,2026-04-17,exact,758,The Timeless Maestro,,the-timeless-maestro,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/758/the-timeless-maestro
698,2026-04-17,inferred,759,Clinical Passer,,clinical-passer,REWARDS,expired,https://www.futbin.com/26/evolutions/759/clinical-passer
699,2026-04-17,inferred,760,Clinical Finisher,,clinical-finisher,REWARDS,expired,https://www.futbin.com/26/evolutions/760/clinical-finisher
700,2026-04-18,inferred,761,Bruiser+,,bruiser,REWARDS,expired,https://www.futbin.com/26/evolutions/761/bruiser
701,2026-04-18,inferred,762,Touchline Merchant,,touchline-merchant,REWARDS,expired,https://www.futbin.com/26/evolutions/762/touchline-merchant
702,2026-04-18,exact,763,CB Distributor,,cb-distributor,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/763/cb-distributor
703,2026-04-18,exact,764,TOTS Honourable Mentions,,tots-honourable-mentions,COSMETICS,expired,https://www.futbin.com/26/evolutions/764/tots-honourable-mentions
704,2026-04-19,exact,765,The Swan of Utrecht,,the-swan-of-utrecht,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/765/the-swan-of-utrecht
705,2026-04-20,exact,766,Express Delivery,,express-delivery,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/766/express-delivery
706,2026-04-21,exact,767,Tricksy Hobbits,,tricksy-hobbits,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/767/tricksy-hobbits
707,2026-04-22,exact,768,Columbus Conductor,,columbus-conductor,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/768/columbus-conductor
708,2026-04-22,inferred,769,WTSS Journey 1 - Attacker,,wtss-journey-1-attacker,SEASON 7 LEVEL: 3,expired,https://www.futbin.com/26/evolutions/769/wtss-journey-1-attacker
709,2026-04-22,inferred,770,Bruiser+,,bruiser,SEASON 7 LEVEL: 28,expired,https://www.futbin.com/26/evolutions/770/bruiser
710,2026-04-22,inferred,771,WTSS Journey 2 - Attacker,,wtss-journey-2-attacker,SEASON 7 LEVEL: 8,expired,https://www.futbin.com/26/evolutions/771/wtss-journey-2-attacker
711,2026-04-22,inferred,772,Attacker Roundout,,attacker-roundout,SEASON 7 LEVEL: 1,expired,https://www.futbin.com/26/evolutions/772/attacker-roundout
712,2026-04-22,inferred,773,WTSS Journey 1 - Defender,,wtss-journey-1-defender,SEASON 7 LEVEL: 3,expired,https://www.futbin.com/26/evolutions/773/wtss-journey-1-defender
713,2026-04-22,inferred,774,WTSS Journey 3 - Attacker,,wtss-journey-3-attacker,SEASON 7 LEVEL: 21,expired,https://www.futbin.com/26/evolutions/774/wtss-journey-3-attacker
714,2026-04-22,inferred,775,Defender Roundout,,defender-roundout,SEASON 7 LEVEL: 1,expired,https://www.futbin.com/26/evolutions/775/defender-roundout
715,2026-04-22,inferred,776,WTSS Journey 2 - Defender,,wtss-journey-2-defender,SEASON 7 LEVEL: 8,expired,https://www.futbin.com/26/evolutions/776/wtss-journey-2-defender
716,2026-04-23,inferred,777,Incisive Pass+,,incisive-pass,SEASON 7 LEVEL: 27,expired,https://www.futbin.com/26/evolutions/777/incisive-pass
717,2026-04-23,inferred,778,WTSS Journey 1 - Midfielder,,wtss-journey-1-midfielder,SEASON 7 LEVEL: 3,expired,https://www.futbin.com/26/evolutions/778/wtss-journey-1-midfielder
718,2026-04-23,inferred,779,WTSS Journey 2 - Midfielder,,wtss-journey-2-midfielder,SEASON 7 LEVEL: 8,expired,https://www.futbin.com/26/evolutions/779/wtss-journey-2-midfielder
719,2026-04-23,inferred,780,WTSS Journey 3 - Midfielder,,wtss-journey-3-midfielder,SEASON 7 LEVEL: 21,expired,https://www.futbin.com/26/evolutions/780/wtss-journey-3-midfielder
720,2026-04-23,inferred,781,WTSS Journey 3 - Defender,,wtss-journey-3-defender,SEASON 7 LEVEL: 21,expired,https://www.futbin.com/26/evolutions/781/wtss-journey-3-defender
721,2026-04-23,inferred,782,Intercept+ & Quick Step+,,intercept--quick-step,REWARDS,expired,https://www.futbin.com/26/evolutions/782/intercept--quick-step
722,2026-04-23,inferred,783,WTSS Attacker Boost,,wtss-attacker-boost,REWARDS,expired,https://www.futbin.com/26/evolutions/783/wtss-attacker-boost
723,2026-04-23,inferred,784,WTSS Defender Boost,,wtss-defender-boost,REWARDS,expired,https://www.futbin.com/26/evolutions/784/wtss-defender-boost
724,2026-04-23,inferred,785,Jockey+ & Bruiser+,,jockey--bruiser,REWARDS,expired,https://www.futbin.com/26/evolutions/785/jockey--bruiser
725,2026-04-23,exact,786,Back on Track,,back-on-track,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/786/back-on-track
726,2026-04-24,exact,787,The King of Highbury,,the-king-of-highbury,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/787/the-king-of-highbury
727,2026-04-24,inferred,788,Power Up,,power-up,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/788/power-up
728,2026-04-24,inferred,789,Incisive Pass and Tiki Taka,,incisive-pass-and-tiki-taka,REWARDS,expired,https://www.futbin.com/26/evolutions/789/incisive-pass-and-tiki-taka
729,2026-04-24,inferred,790,TIki Taka and Incisive Pass,,tiki-taka-and-incisive-pass,REWARDS,expired,https://www.futbin.com/26/evolutions/790/tiki-taka-and-incisive-pass
730,2026-04-24,inferred,791,Quick Step and Bruiser,,quick-step-and-bruiser,REWARDS,expired,https://www.futbin.com/26/evolutions/791/quick-step-and-bruiser
731,2026-04-24,inferred,792,Pinged Pass and Finesse Shot,,pinged-pass-and-finesse-shot,REWARDS,expired,https://www.futbin.com/26/evolutions/792/pinged-pass-and-finesse-shot
732,2026-04-25,inferred,793,First Touch,,first-touch,REWARDS,expired,https://www.futbin.com/26/evolutions/793/first-touch
733,2026-04-25,inferred,794,Technical,,technical,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/794/technical
734,2026-04-25,inferred,795,Pinged Pass,,pinged-pass,REWARDS,expired,https://www.futbin.com/26/evolutions/795/pinged-pass
735,2026-04-25,inferred,796,Quick Step,,quick-step,REWARDS,expired,https://www.futbin.com/26/evolutions/796/quick-step
736,2026-04-25,inferred,797,Jockey,,jockey,REWARDS,expired,https://www.futbin.com/26/evolutions/797/jockey
737,2026-04-25,exact,798,Fountain of Youth,,fountain-of-youth,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/798/fountain-of-youth
738,2026-04-25,inferred,799,Il Capitano,,il-capitano,REWARDS,active,https://www.futbin.com/26/evolutions/799/il-capitano
739,2026-04-26,inferred,800,Welsh Wonder Strike,,welsh-wonder-strike,REWARDS,active,https://www.futbin.com/26/evolutions/800/welsh-wonder-strike
740,2026-04-26,exact,801,The Trailblazer,,the-trailblazer,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/801/the-trailblazer
741,2026-04-27,exact,802,Tie Interceptor,,tie-interceptor,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/802/tie-interceptor
742,2026-04-27,inferred,803,Gamechanger+,,gamechanger,REWARDS,expired,https://www.futbin.com/26/evolutions/803/gamechanger
743,2026-04-27,inferred,804,Defensive Awareness,,defensive-awareness,REWARDS,expired,https://www.futbin.com/26/evolutions/804/defensive-awareness
744,2026-04-28,inferred,805,In Form,,in-form,REWARDS,expired,https://www.futbin.com/26/evolutions/805/in-form
745,2026-04-28,inferred,806,Intercept,,intercept,REWARDS,expired,https://www.futbin.com/26/evolutions/806/intercept
746,2026-04-28,inferred,807,Gamechanger,,gamechanger,REWARDS,expired,https://www.futbin.com/26/evolutions/807/gamechanger
747,2026-04-28,exact,808,Rapid Gains,,rapid-gains,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/808/rapid-gains
748,2026-04-29,exact,809,Flint & Steel,,flint--steel,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/809/flint--steel
749,2026-04-30,exact,810,Chrome Finishers,,chrome-finishers,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/810/chrome-finishers
750,2026-04-30,inferred,811,Anticipate,,anticipate,REWARDS,expired,https://www.futbin.com/26/evolutions/811/anticipate
751,2026-05-01,inferred,812,Inventive,,inventive,REWARDS,expired,https://www.futbin.com/26/evolutions/812/inventive
752,2026-05-01,exact,813,"Cut In, Say Less",,cut-in-say-less,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/813/cut-in-say-less
753,2026-05-01,inferred,814,From Distance,,from-distance,REWARDS,expired,https://www.futbin.com/26/evolutions/814/from-distance
754,2026-05-01,inferred,815,Pass IQ,,pass-iq,REWARDS,expired,https://www.futbin.com/26/evolutions/815/pass-iq
755,2026-05-01,inferred,816,Turbo Strength,,turbo-strength,REWARDS,expired,https://www.futbin.com/26/evolutions/816/turbo-strength
756,2026-05-01,inferred,817,Intercept & Aerial Fortress,,intercept--aerial-fortress,REWARDS,expired,https://www.futbin.com/26/evolutions/817/intercept--aerial-fortress
757,2026-05-02,inferred,818,Finesse Shot+,,finesse-shot,REWARDS,expired,https://www.futbin.com/26/evolutions/818/finesse-shot
758,2026-05-02,inferred,819,Long Ball Pass+ & Pinged Pass,,long-ball-pass--pinged-pass,REWARDS,expired,https://www.futbin.com/26/evolutions/819/long-ball-pass--pinged-pass
759,2026-05-02,inferred,820,Creative Playmaker,,creative-playmaker,REWARDS,expired,https://www.futbin.com/26/evolutions/820/creative-playmaker
760,2026-05-02,inferred,821,Speed to Finish,,speed-to-finish,REWARDS,expired,https://www.futbin.com/26/evolutions/821/speed-to-finish
761,2026-05-02,exact,822,Curve Your Enthusiasm,,curve-your-enthusiasm,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/822/curve-your-enthusiasm
762,2026-05-03,exact,823,Lightning Wingback,,lightning-wingback,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/823/lightning-wingback
763,2026-05-04,inferred,824,Tiki Taka+,,tiki-taka,REWARDS,expired,https://www.futbin.com/26/evolutions/824/tiki-taka
764,2026-05-04,exact,825,Steel Guard,,steel-guard,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/825/steel-guard
765,2026-05-04,inferred,826,Anticipate+ and Intercept,,anticipate-and-intercept,REWARDS,expired,https://www.futbin.com/26/evolutions/826/anticipate-and-intercept
766,2026-05-05,inferred,827,Technical+ and Finesse Shot,,technical-and-finesse-shot,REWARDS,expired,https://www.futbin.com/26/evolutions/827/technical-and-finesse-shot
767,2026-05-05,inferred,828,Versatile Defender,,versatile-defender,REWARDS,expired,https://www.futbin.com/26/evolutions/828/versatile-defender
768,2026-05-05,exact,829,Gear 5,,gear-5,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/829/gear-5
769,2026-05-06,exact,830,Fullback Takeover,,fullback-takeover,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/830/fullback-takeover
770,2026-05-07,exact,831,Lucky Number Seven,,lucky-number-seven,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/831/lucky-number-seven
771,2026-05-08,exact,832,Le Président,,le-president,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/832/le-president
772,2026-05-08,inferred,833,First Touch+,,first-touch,REWARDS,expired,https://www.futbin.com/26/evolutions/833/first-touch
