releaseDate,evolutionId,name,category,inputOverallMax,inputPlaystylePlusMax,outputOverall,positions,rarity,playstylePlusAddCount,playstylePlusAdded,free,repeatable,dateConfidence,sourceUrl
2026-06-04,991,Anfield's Wall,EVOLUTIONS,90,,93,CB or RB,Not Rarity: World Tour Silver Stars,3,Bruiser | Anticipate | Jockey,,true,exact,https://www.futbin.com/26/evolutions/991/anfields-wall
2026-06-04,992,Path to Glory Cosmetic,REWARDS,,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/992/path-to-glory-cosmetic
2026-06-05,993,Donovation,EVOLUTIONS,91,,93,CAM,Not Rarity: World Tour Silver Stars,3,Finesse Shot | Technical | Low Driven Shot,,true,inferred,https://www.futbin.com/26/evolutions/993/donovation
2026-06-05,994,FoF Pelé I - RW/LW,FOF: PELÉ,,,,,Rarity: Festival of Football Icon,1,Finesse Shot,true,true,exact,https://www.futbin.com/26/evolutions/994/fof-pele-i-rwlw
2026-06-05,995,FoF Pelé I - CM,FOF: PELÉ,,,,,Rarity: Festival of Football Icon,1,Incisive Pass,true,true,exact,https://www.futbin.com/26/evolutions/995/fof-pele-i-cm
2026-06-05,996,FoF Pelé I - ST,FOF: PELÉ,,,,,Rarity: Festival of Football Icon,1,Low Driven Shot,true,true,exact,https://www.futbin.com/26/evolutions/996/fof-pele-i-st
2026-06-05,997,Meep Meep,TRAINING CAMP,90,,92,LB,Not Rarity: World Tour Silver Stars,3,Quick Step | Intercept | Pinged Pass,true,true,exact,https://www.futbin.com/26/evolutions/997/meep-meep
2026-06-06,998,Inch Perfect,EVOLUTIONS,91,,,,Not Rarity: World Tour Silver Stars,0,,,2,exact,https://www.futbin.com/26/evolutions/998/inch-perfect
2026-06-06,999,The Iron 9,REWARDS,91,,93,ST,Not Rarity: World Tour Silver Stars,1,Finesse Shot,true,2,inferred,https://www.futbin.com/26/evolutions/999/the-iron-9
2026-06-07,1000,Trequartista,REWARDS,91,,93,CM,Not Rarity: World Tour Silver Stars,1,Technical,true,2,inferred,https://www.futbin.com/26/evolutions/1000/trequartista
2026-06-07,1001,Five Star Phenom II,REWARDS,91,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/1001/five-star-phenom-ii
2026-06-07,1002,Defence Wins Championships,REWARDS,91,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/1002/defence-wins-championships
2026-06-08,1003,Rapid+,REWARDS,90,,,,Not Rarity: World Tour Silver Stars,1,Rapid,true,true,inferred,https://www.futbin.com/26/evolutions/1003/rapid
2026-06-08,1004,Hawk Eye,EVOLUTIONS,91,,93,,Not Rarity: World Tour Silver Stars,3,Quick Step | Finesse Shot | Gamechanger,,true,exact,https://www.futbin.com/26/evolutions/1004/hawk-eye
2026-06-09,1005,Free Kick Mastery,EVOLUTIONS,90,,,,Not Rarity: World Tour Silver Stars,1,Dead Ball,true,2,exact,https://www.futbin.com/26/evolutions/1005/free-kick-mastery
2026-06-09,1006,Final Preparations,TRAINING CAMP,90,,,,Not Rarity: World Tour Silver Stars,0,,true,true,exact,https://www.futbin.com/26/evolutions/1006/final-preparations
2026-06-10,1007,Backbone Brilliance,EVOLUTIONS,90,,,,Not Rarity: World Tour Silver Stars,0,,true,3,exact,https://www.futbin.com/26/evolutions/1007/backbone-brilliance
2026-06-11,1008,La Pulga,EVOLUTIONS,90,,93,RM or RW,Not Rarity: World Tour Silver Stars,3,Technical | Finesse Shot | Rapid,true,true,exact,https://www.futbin.com/26/evolutions/1008/la-pulga
2026-06-12,1009,Go on Son,EVOLUTIONS,90,,92,,Not Rarity: World Tour Silver Stars,2,Finesse Shot | Low Driven Shot,true,2,exact,https://www.futbin.com/26/evolutions/1009/go-on-son
2026-06-12,1010,Hold the Fort,EVOLUTIONS,91,,94,CB,Not Rarity: World Tour Silver Stars,2,Intercept | Jockey,,true,exact,https://www.futbin.com/26/evolutions/1010/hold-the-fort
2026-06-12,1011,Hidden Gem,REWARDS,91,,93,LM or LW,Not Rarity: World Tour Silver Stars,2,Technical | Quick Step,true,true,inferred,https://www.futbin.com/26/evolutions/1011/hidden-gem
2026-06-12,1012,The Kiwi Wall,REWARDS,91,,93,CB or LB or RB,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/1012/the-kiwi-wall
2026-06-12,1013,Quick Step+,REWARDS,91,,,,Not Rarity: World Tour Silver Stars,1,Quick Step,true,true,inferred,https://www.futbin.com/26/evolutions/1013/quick-step
2026-06-12,1014,Tiny Tim,REWARDS,91,,93,ST,Not Rarity: World Tour Silver Stars,2,Low Driven Shot | Enforcer,true,true,inferred,https://www.futbin.com/26/evolutions/1014/tiny-tim
2026-06-13,1015,PhD In Dribbling,REWARDS,91,,,,Not Rarity: World Tour Silver Stars,1,Technical,true,true,inferred,https://www.futbin.com/26/evolutions/1015/phd-in-dribbling
2026-06-13,1016,Oxygen Tank,REWARDS,91,,93,,Not Rarity: World Tour Silver Stars,2,Quick Step | Tiki Taka,true,true,inferred,https://www.futbin.com/26/evolutions/1016/oxygen-tank
2026-06-13,1017,Golden Spirit,REWARDS,91,,93,,Not Rarity: World Tour Silver Stars,2,Rapid | Quick Step,true,true,inferred,https://www.futbin.com/26/evolutions/1017/golden-spirit
2026-06-13,1018,Continental Cannon,REWARDS,91,,,,Not Rarity: World Tour Silver Stars,2,Finesse Shot | Low Driven Shot,true,true,inferred,https://www.futbin.com/26/evolutions/1018/continental-cannon
2026-06-13,1019,Shadow Step,EVOLUTIONS,90,,91,,Not Rarity: World Tour Silver Stars,1,Rapid,true,2,exact,https://www.futbin.com/26/evolutions/1019/shadow-step
2026-06-14,1020,Path to Glory,COSMETICS,,,,,Not Rarity: World Tour Silver Stars,0,,,2,inferred,https://www.futbin.com/26/evolutions/1020/path-to-glory
2026-06-14,1021,Complete Connection,EVOLUTIONS,91,,95,CM,Not Rarity: World Tour Silver Stars,2,Pinged Pass | Incisive Pass,,true,exact,https://www.futbin.com/26/evolutions/1021/complete-connection
2026-06-15,1022,Woodsy's Way,EVOLUTIONS,90,,93,ST,Not Rarity: World Tour Silver Stars,2,Enforcer | Finesse Shot,true,true,exact,https://www.futbin.com/26/evolutions/1022/woodsys-way
2026-06-16,1023,Build Your Own FUT Birthday,REWARDS,92,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/1023/build-your-own-fut-birthday
2026-06-16,1024,No Payne No Gain,EVOLUTIONS,90,,94,RB,Not Rarity: World Tour Silver Stars,2,Intercept | Rapid,true,true,exact,https://www.futbin.com/26/evolutions/1024/no-payne-no-gain
2026-06-18,1025,Wave Your Flag,EVOLUTIONS,91,,94,,Not Rarity: World Tour Silver Stars,0,,,true,exact,https://www.futbin.com/26/evolutions/1025/wave-your-flag
2026-06-19,1026,Cameroon King,EVOLUTIONS,91,,93,ST,Not Rarity: World Tour Silver Stars,2,Quick Step | Low Driven Shot,,true,exact,https://www.futbin.com/26/evolutions/1026/cameroon-king
2026-06-19,1027,Built for Glory,EVOLUTIONS,90,,92,,Not Rarity: World Tour Silver Stars,2,Pinged Pass | Bruiser,true,true,inferred,https://www.futbin.com/26/evolutions/1027/built-for-glory
2026-06-19,1028,Attacking Artistry,TRAINING CAMP,90,,93,,Not Rarity: World Tour Silver Stars,1,Incisive Pass,true,true,inferred,https://www.futbin.com/26/evolutions/1028/attacking-artistry
2026-06-19,1029,The Egyptian King,REWARDS,91,,93,RW,Not Rarity: World Tour Silver Stars,2,Finesse Shot | Quick Step,true,true,inferred,https://www.futbin.com/26/evolutions/1029/the-egyptian-king
2026-06-19,1030,Do it like Yaya,REWARDS,91,,93,CM,Not Rarity: World Tour Silver Stars,2,Incisive Pass | Pinged Pass,true,true,inferred,https://www.futbin.com/26/evolutions/1030/do-it-like-yaya
2026-06-19,1031,Incisive Pass+,REWARDS,91,,,,Not Rarity: World Tour Silver Stars,1,Incisive Pass,true,true,inferred,https://www.futbin.com/26/evolutions/1031/incisive-pass
2026-06-20,1032,Leopard's Roar,REWARDS,91,,93,CB,Not Rarity: World Tour Silver Stars,2,Quick Step | Intercept,true,true,inferred,https://www.futbin.com/26/evolutions/1032/leopards-roar
2026-06-20,1033,Finesse Shot+,REWARDS,91,,,,Not Rarity: World Tour Silver Stars,1,Finesse Shot,true,2,inferred,https://www.futbin.com/26/evolutions/1033/finesse-shot
2026-06-20,1034,I Do Absolutes,REWARDS,91,,93,LW,Not Rarity: World Tour Silver Stars,2,Rapid | Low Driven Shot,true,true,inferred,https://www.futbin.com/26/evolutions/1034/i-do-absolutes
2026-06-20,1035,National Pride,REWARDS,92,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/1035/national-pride
2026-06-20,1036,Greats of The Game Hero,REWARDS,,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/1036/greats-of-the-game-hero
2026-06-20,1037,Anchor Down,EVOLUTIONS,90,,92,,Not Rarity: World Tour Silver Stars,2,Anticipate | Rapid,true,2,exact,https://www.futbin.com/26/evolutions/1037/anchor-down
2026-06-21,1038,Greats of the Game Icon,COSMETICS,,,,,Not Rarity: World Tour Silver Stars,0,,,2,inferred,https://www.futbin.com/26/evolutions/1038/greats-of-the-game-icon
2026-06-21,1039,Piscinin,EVOLUTIONS,91,,93,CB,Not Rarity: World Tour Silver Stars,2,Anticipate | Intercept,,true,exact,https://www.futbin.com/26/evolutions/1039/piscinin
2026-06-22,1040,Steady Eddie,EVOLUTIONS,90,,,,Not Rarity: World Tour Silver Stars,0,,true,6,exact,https://www.futbin.com/26/evolutions/1040/steady-eddie
2026-06-23,1041,Slalom Dribbling,EVOLUTIONS,91,,,,Not Rarity: World Tour Silver Stars,1,Technical,true,true,inferred,https://www.futbin.com/26/evolutions/1041/slalom-dribbling
2026-06-23,1042,Own the Box,TRAINING CAMP,90,,92,,Not Rarity: World Tour Silver Stars,2,Low Driven Shot | Gamechanger,true,true,exact,https://www.futbin.com/26/evolutions/1042/own-the-box
2026-06-24,1043,Maradona of the Carpathians,EVOLUTIONS,91,,93,LM,Not Rarity: World Tour Silver Stars,2,Technical | Finesse Shot,,true,exact,https://www.futbin.com/26/evolutions/1043/maradona-of-the-carpathians
2026-06-25,1044,Sharp Senses,EVOLUTIONS,90,,,,Not Rarity: World Tour Silver Stars,1,Rapid,true,true,exact,https://www.futbin.com/26/evolutions/1044/sharp-senses
2026-06-26,1045,Veni Vidi Vini,EVOLUTIONS,93,,95,LW or RW,Not Rarity: World Tour Silver Stars,4,Finesse Shot | Rapid | Gamechanger | Technical,,true,exact,https://www.futbin.com/26/evolutions/1045/veni-vidi-vini
2026-06-26,1046,Rounded Royalty,EVOLUTIONS,92,,94,,Not Rarity: World Tour Silver Stars,0,,true,2,exact,https://www.futbin.com/26/evolutions/1046/rounded-royalty
2026-06-26,1047,Glory Hunter - Pinged,REWARDS,,,,,Rarity: Glory Hunters,1,Pinged Pass,true,true,inferred,https://www.futbin.com/26/evolutions/1047/glory-hunter-pinged
2026-06-26,1048,Glory Hunter - Bruiser,REWARDS,,,,,Rarity: Glory Hunters,1,Bruiser,true,true,inferred,https://www.futbin.com/26/evolutions/1048/glory-hunter-bruiser
2026-06-26,1049,Glory Hunter - Incisive,REWARDS,,,,,Rarity: Glory Hunters,1,Incisive Pass,true,true,inferred,https://www.futbin.com/26/evolutions/1049/glory-hunter-incisive
2026-06-26,1050,Glory Hunter - Low Driven,REWARDS,,,,,Rarity: Glory Hunters,1,Low Driven Shot,true,true,inferred,https://www.futbin.com/26/evolutions/1050/glory-hunter-low-driven
2026-06-26,1051,Glory Hunter - Quick Step,REWARDS,,,,,Rarity: Glory Hunters,1,Quick Step,true,true,inferred,https://www.futbin.com/26/evolutions/1051/glory-hunter-quick-step
2026-06-26,1052,Glory Hunter - Intercept,REWARDS,,,,,Rarity: Glory Hunters,1,Intercept,true,true,inferred,https://www.futbin.com/26/evolutions/1052/glory-hunter-intercept
2026-06-26,1053,Glory Hunter - Anticipate,REWARDS,,,,,Rarity: Glory Hunters,1,Anticipate,true,true,inferred,https://www.futbin.com/26/evolutions/1053/glory-hunter-anticipate
2026-06-26,1054,Glory Hunter - Finesse,REWARDS,,,,,Rarity: Glory Hunters,1,Finesse Shot,true,true,inferred,https://www.futbin.com/26/evolutions/1054/glory-hunter-finesse
2026-06-26,1055,Low Driven+,REWARDS,92,,,,Not Rarity: World Tour Silver Stars,1,Low Driven Shot,true,2,inferred,https://www.futbin.com/26/evolutions/1055/low-driven
2026-06-27,1056,Pinged Pass+,REWARDS,92,,,,Not Rarity: World Tour Silver Stars,1,Pinged Pass,true,true,inferred,https://www.futbin.com/26/evolutions/1056/pinged-pass
2026-06-27,1059,O Capitão,REWARDS,92,,94,RB,Not Rarity: World Tour Silver Stars,2,Jockey | Low Driven Shot,true,true,inferred,https://www.futbin.com/26/evolutions/1059/o-capitao
2026-06-27,1060,The Little Boy from Rosario,REWARDS,92,,94,RW or RM or ST,Not Rarity: World Tour Silver Stars,3,Tiki Taka | Incisive Pass | Finesse Shot,true,true,inferred,https://www.futbin.com/26/evolutions/1060/the-little-boy-from-rosario
2026-06-27,1061,Deadball Mastery,REWARDS,,,,,,1,Dead Ball,true,true,inferred,https://www.futbin.com/26/evolutions/1061/deadball-mastery
2026-06-27,1062,El Bandido,REWARDS,92,,94,CAM,Not Rarity: World Tour Silver Stars,3,Technical | Incisive Pass | Finesse Shot,true,true,inferred,https://www.futbin.com/26/evolutions/1062/el-bandido
2026-06-27,1063,Given the Keys,REWARDS,93,,94,,Not Rarity: World Tour Silver Stars,2,Quick Step | Tiki Taka,true,true,inferred,https://www.futbin.com/26/evolutions/1063/given-the-keys
2026-06-27,1064,Anticipate+,REWARDS,93,,,,Not Rarity: World Tour Silver Stars,1,Anticipate,true,true,inferred,https://www.futbin.com/26/evolutions/1064/anticipate
2026-06-27,1065,Pitch Protector,EVOLUTIONS,93,,95,CDM,Not Rarity: World Tour Silver Stars,3,Pinged Pass | Intercept | Long Ball Pass,,true,exact,https://www.futbin.com/26/evolutions/1065/pitch-protector
2026-06-27,1066,FoF Pelé II,FOF: PELÉ,93,,,,Rarity: Festival of Football Icon,0,,true,true,exact,https://www.futbin.com/26/evolutions/1066/fof-pele-ii
2026-06-27,1067,Glory Hunters,COSMETICS,93,,,,Not Rarity: World Tour Silver Stars,0,,,2,inferred,https://www.futbin.com/26/evolutions/1067/glory-hunters
2026-06-28,1068,Glory Hunter - Anticipate,REWARDS,,,,,Rarity: Glory Hunters,1,Anticipate,true,true,inferred,https://www.futbin.com/26/evolutions/1068/glory-hunter-anticipate
2026-06-28,1069,Defensive Deadline,TRAINING CAMP,92,,93,,Not Rarity: World Tour Silver Stars,1,Pinged Pass,true,true,exact,https://www.futbin.com/26/evolutions/1069/defensive-deadline
2026-06-29,1070,Net Breaker,REWARDS,93,,95,ST,Not Rarity: World Tour Silver Stars,4,Low Driven Shot | Finesse Shot | Quick Step | Enforcer,true,true,inferred,https://www.futbin.com/26/evolutions/1070/net-breaker
2026-06-29,1071,Flow State,EVOLUTIONS,93,,94,,Not Rarity: World Tour Silver Stars,0,,,4,exact,https://www.futbin.com/26/evolutions/1071/flow-state
2026-06-30,1072,Creative Outlet,REWARDS,93,,,,Not Rarity: World Tour Silver Stars,0,,true,2,inferred,https://www.futbin.com/26/evolutions/1072/creative-outlet
2026-06-30,1073,Chasing Greatness,EVOLUTIONS,93,,95,,Not Rarity: World Tour Silver Stars,2,Rapid | Tiki Taka,,true,exact,https://www.futbin.com/26/evolutions/1073/chasing-greatness
2026-06-30,1074,Fresh Legs,EVOLUTIONS,92,,94,,Not Rarity: World Tour Silver Stars,1,Quick Step,true,true,exact,https://www.futbin.com/26/evolutions/1074/fresh-legs
2026-07-01,1075,Knockout King,EVOLUTIONS,93,,95,,Not Rarity: World Tour Silver Stars,3,Incisive Pass | Finesse Shot | Press Proven,,true,exact,https://www.futbin.com/26/evolutions/1075/knockout-king
2026-07-02,1076,Total Glory,REWARDS,94,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/1076/total-glory
2026-07-02,1077,Atlantic Miracle,EVOLUTIONS,92,,94,GK,Not Rarity: World Tour Silver Stars,3,Far Reach | Cross Claimer | Deflector,true,true,exact,https://www.futbin.com/26/evolutions/1077/atlantic-miracle
2026-07-03,1078,Selhurst Samurai,EVOLUTIONS,93,,95,CM,Not Rarity: World Tour Silver Stars,3,Incisive Pass | Tiki Taka | Pinged Pass,,true,exact,https://www.futbin.com/26/evolutions/1078/selhurst-samurai
2026-07-03,1079,Fancy Footwork,EVOLUTIONS,92,,,,Not Rarity: World Tour Silver Stars,0,,true,2,exact,https://www.futbin.com/26/evolutions/1079/fancy-footwork
2026-07-03,1080,Highland Delivery,REWARDS,92,,93,,Not Rarity: World Tour Silver Stars,2,Whipped Pass | Incisive Pass,true,true,inferred,https://www.futbin.com/26/evolutions/1080/highland-delivery
2026-07-03,1081,Furia Ceca,REWARDS,92,,94,LW or LM,Not Rarity: World Tour Silver Stars,3,Finesse Shot | Technical | Power Shot,true,true,inferred,https://www.futbin.com/26/evolutions/1081/furia-ceca
2026-07-03,1082,The Powercube,REWARDS,92,,94,RM or RW,Not Rarity: World Tour Silver Stars,3,Finesse Shot | Incisive Pass | Gamechanger,true,true,inferred,https://www.futbin.com/26/evolutions/1082/the-powercube
2026-07-04,1083,No Entry,REWARDS,92,,,CB,Not Rarity: World Tour Silver Stars,3,Intercept | Anticipate | Jockey,true,true,inferred,https://www.futbin.com/26/evolutions/1083/no-entry
2026-07-04,1084,The Final Pass,REWARDS,93,,94,CM,Not Rarity: World Tour Silver Stars,3,Incisive Pass | Press Proven | Pinged Pass,true,true,inferred,https://www.futbin.com/26/evolutions/1084/the-final-pass
2026-07-04,1085,The Flying Dutchman,REWARDS,93,,95,ST or CAM,Not Rarity: World Tour Silver Stars,2,Finesse Shot | Incisive Pass,true,true,inferred,https://www.futbin.com/26/evolutions/1085/the-flying-dutchman
2026-07-04,1086,Central Commander,EVOLUTIONS,93,,95,CB,Not Rarity: World Tour Silver Stars,3,Anticipate | Intercept | Jockey,,true,exact,https://www.futbin.com/26/evolutions/1086/central-commander
2026-07-04,1087,Glory Hunters,COSMETICS,93,,,,Not Rarity: World Tour Silver Stars,0,,,2,inferred,https://www.futbin.com/26/evolutions/1087/glory-hunters
2026-07-05,1088,Formational Mastery,REWARDS,93,,95,,Not Rarity: World Tour Silver Stars,3,Incisive Pass | Intercept | Power Shot,true,true,inferred,https://www.futbin.com/26/evolutions/1088/formational-mastery
2026-07-05,1089,Forward Flank,REWARDS,93,,95,ST,Not Rarity: World Tour Silver Stars,3,Low Driven Shot | Incisive Pass | Rapid,true,true,inferred,https://www.futbin.com/26/evolutions/1089/forward-flank
2026-07-05,1090,Scoring Sensation,TRAINING CAMP,92,,93,,Not Rarity: World Tour Silver Stars,1,Low Driven Shot,true,2,exact,https://www.futbin.com/26/evolutions/1090/scoring-sensation
2026-07-05,1091,Built for Distance,REWARDS,93,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/1091/built-for-distance
2026-07-05,1092,Glory Hunter - Technical,REWARDS,,,,,Rarity: Glory Hunters,1,Technical,true,true,inferred,https://www.futbin.com/26/evolutions/1092/glory-hunter-technical
2026-07-06,1093,Glory Hunter - Rapid,REWARDS,,,,,Rarity: Glory Hunters,1,Rapid,true,true,inferred,https://www.futbin.com/26/evolutions/1093/glory-hunter-rapid
2026-07-06,1094,Creating Space,REWARDS,93,,,,Not Rarity: World Tour Silver Stars,2,Technical | Rapid,true,true,inferred,https://www.futbin.com/26/evolutions/1094/creating-space
2026-07-06,1095,Finishing Touches,EVOLUTIONS,93,,94,ST,Not Rarity: World Tour Silver Stars,2,Low Driven Shot | Technical,,5,exact,https://www.futbin.com/26/evolutions/1095/finishing-touches
2026-07-07,1096,PlayStyle Enhancer,EVOLUTIONS,92,,,,Not Rarity: World Tour Silver Stars,3,Finesse Shot | Rapid | Pinged Pass,true,true,exact,https://www.futbin.com/26/evolutions/1096/playstyle-enhancer
2026-07-08,1097,From Flank to Finish,EVOLUTIONS,93,,95,LW or RW,Not Rarity: World Tour Silver Stars,3,Rapid | Low Driven Shot | Incisive Pass,,true,exact,https://www.futbin.com/26/evolutions/1097/from-flank-to-finish
2026-07-09,1098,LW Roles++,ROLES,98,,,LW,,0,,,11,exact,https://www.futbin.com/26/evolutions/1098/lw-roles
2026-07-09,1099,CM Roles++,ROLES,98,,,CM,,0,,,11,exact,https://www.futbin.com/26/evolutions/1099/cm-roles
2026-07-09,1100,RW Roles++,ROLES,98,,,RW,,0,,,11,exact,https://www.futbin.com/26/evolutions/1100/rw-roles
2026-07-09,1101,CAM Roles++,ROLES,98,,,CAM,,0,,,11,exact,https://www.futbin.com/26/evolutions/1101/cam-roles
2026-07-09,1102,GK Roles++,ROLES,98,,,GK,,0,,,11,exact,https://www.futbin.com/26/evolutions/1102/gk-roles
2026-07-09,1103,ST Roles++,ROLES,98,,,ST,,0,,,11,exact,https://www.futbin.com/26/evolutions/1103/st-roles
2026-07-09,1104,LM Roles++,ROLES,98,,,LM,,0,,,11,exact,https://www.futbin.com/26/evolutions/1104/lm-roles
2026-07-09,1105,RB Roles++,ROLES,98,,,RB,,0,,,11,exact,https://www.futbin.com/26/evolutions/1105/rb-roles
2026-07-09,1106,CB Roles++,ROLES,98,,,CB,,0,,,11,exact,https://www.futbin.com/26/evolutions/1106/cb-roles
2026-07-09,1107,RM Roles++,ROLES,98,,,RM,,0,,,11,exact,https://www.futbin.com/26/evolutions/1107/rm-roles
2026-07-09,1108,CDM Roles++,ROLES,98,,,CDM,,0,,,11,exact,https://www.futbin.com/26/evolutions/1108/cdm-roles
2026-07-09,1109,LB Roles++,ROLES,98,,,LB,,0,,,11,exact,https://www.futbin.com/26/evolutions/1109/lb-roles
2026-07-09,1110,Immovable Object,SEASON 9 LEVEL: 1,93,,96,,Not Rarity: World Tour Silver Stars,0,,true,3,inferred,https://www.futbin.com/26/evolutions/1110/immovable-object
2026-07-09,1111,Unstoppable Force,SEASON 9 LEVEL: 2,94,,97,,Not Rarity: World Tour Silver Stars,0,,true,5,inferred,https://www.futbin.com/26/evolutions/1111/unstoppable-force
2026-07-09,1112,Make your National Pride Star - Part 1,SEASON 9 LEVEL: 1,94,,95,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/1112/make-your-national-pride-star-part-1
2026-07-09,1113,Peak Performance,SEASON 9 LEVEL: 8,92,,95,,Rarity: World Tour Silver Stars,3,Finesse Shot | Quick Step | Incisive Pass,true,true,inferred,https://www.futbin.com/26/evolutions/1113/peak-performance
2026-07-09,1114,Make Your National Pride Star - Part 2,SEASON 9 LEVEL: 14,95,,,,Rarity: National Pride,0,,true,true,inferred,https://www.futbin.com/26/evolutions/1114/make-your-national-pride-star-part-2
2026-07-09,1115,Anticipate+,SEASON 9 LEVEL: 25,94,,,,Not Rarity: World Tour Silver Stars,1,Anticipate,true,true,inferred,https://www.futbin.com/26/evolutions/1115/anticipate
2026-07-09,1116,Rapid+,SEASON 9 LEVEL: 28,95,,,,Not Rarity: World Tour Silver Stars,1,Rapid,true,true,inferred,https://www.futbin.com/26/evolutions/1116/rapid
2026-07-09,1117,Five-Star Flair,EVOLUTIONS,92,,93,,Not Rarity: World Tour Silver Stars,0,,true,true,exact,https://www.futbin.com/26/evolutions/1117/five-star-flair
2026-07-10,1118,La Masia Spark,EVOLUTIONS,94,,96,RM or RW,Not Rarity: World Tour Silver Stars,4,Finesse Shot | Technical | Rapid | Inventive,,true,exact,https://www.futbin.com/26/evolutions/1118/la-masia-spark
2026-07-10,1119,Still Got It,TRAINING CAMP,85,,94,CM or CAM,Not Rarity: World Tour Silver Stars,4,Incisive Pass | Pinged Pass | Tiki Taka | Press Proven,true,true,exact,https://www.futbin.com/26/evolutions/1119/still-got-it
2026-07-10,1120,The Perfect 10,1000 FUTTIES TOKENS,95,,98,CAM,Not Rarity: World Tour Silver Stars,4,Incisive Pass | Finesse Shot | Technical | First Touch,,true,inferred,https://www.futbin.com/26/evolutions/1120/the-perfect-10
2026-07-10,1121,Touchline Titan,500 FUTTIES TOKENS,95,,97,RB,Not Rarity: World Tour Silver Stars,4,Jockey | Quick Step | Anticipate | Slide Tackle,,true,inferred,https://www.futbin.com/26/evolutions/1121/touchline-titan
2026-07-10,1122,Wingback Wunder,200 FUTTIES TOKENS,94,,96,LB,Not Rarity: World Tour Silver Stars,4,Quick Step | Jockey | Pinged Pass | Technical,,true,inferred,https://www.futbin.com/26/evolutions/1122/wingback-wunder
2026-07-11,1123,No Stutter,REWARDS,94,,,,Not Rarity: World Tour Silver Stars,0,,true,2,inferred,https://www.futbin.com/26/evolutions/1123/no-stutter
2026-07-11,1124,All Out Attack,REWARDS,94,,95,,Not Rarity: World Tour Silver Stars,0,,true,2,inferred,https://www.futbin.com/26/evolutions/1124/all-out-attack
2026-07-11,1125,Phenom Rising,REWARDS,94,,95,,Not Rarity: World Tour Silver Stars,3,Quick Step | Finesse Shot | First Touch,true,true,inferred,https://www.futbin.com/26/evolutions/1125/phenom-rising
2026-07-11,1126,Iron Sentinel,EVOLUTIONS,94,,96,CDM,Not Rarity: World Tour Silver Stars,4,Intercept | Pinged Pass | Bruiser | Tiki Taka,,true,exact,https://www.futbin.com/26/evolutions/1126/iron-sentinel
2026-07-11,1127,FoF Pelé III,FOF: PELÉ,94,,,,Rarity: Festival of Football Icon,0,,true,true,inferred,https://www.futbin.com/26/evolutions/1127/fof-pele-iii
2026-07-11,1128,Phenoms,COSMETICS,,,,,Not Rarity: World Tour Silver Stars,0,,,2,exact,https://www.futbin.com/26/evolutions/1128/phenoms
2026-07-12,1129,From Miss to Ice,EVOLUTIONS,93,,95,,Not Rarity: World Tour Silver Stars,0,,true,2,exact,https://www.futbin.com/26/evolutions/1129/from-miss-to-ice
2026-07-13,1130,Heart of the Squad,EVOLUTIONS,94,,95,,Not Rarity: World Tour Silver Stars,3,Technical | Incisive Pass | Trickster,,2,exact,https://www.futbin.com/26/evolutions/1130/heart-of-the-squad
2026-07-14,1131,Low Driven Shot+,REWARDS,94,,,,Not Rarity: World Tour Silver Stars,1,Low Driven Shot,true,true,inferred,https://www.futbin.com/26/evolutions/1131/low-driven-shot
2026-07-14,1132,Youthful Valor,EVOLUTIONS,93,,95,CM or CDM,Not Rarity: World Tour Silver Stars,1,Anticipate,true,2,exact,https://www.futbin.com/26/evolutions/1132/youthful-valor
2026-07-15,1133,FoF Pelé IV,FOF: PELÉ,94,,95,,Rarity: Festival of Football Icon,0,,true,true,exact,https://www.futbin.com/26/evolutions/1133/fof-pele-iv
2026-07-16,1134,Prime Prospect,EVOLUTIONS,93,,95,,Not Rarity: World Tour Silver Stars,2,Rapid | Finesse Shot,true,2,exact,https://www.futbin.com/26/evolutions/1134/prime-prospect
2026-07-17,1135,The Humble Viking,EVOLUTIONS,94,,96,ST,Not Rarity: World Tour Silver Stars,4,Finesse Shot | Low Driven Shot | Rapid | Precision Header,,true,exact,https://www.futbin.com/26/evolutions/1135/the-humble-viking
2026-07-17,1136,Summer Spark,EVOLUTIONS,93,,94,,Not Rarity: World Tour Silver Stars,2,Tiki Taka | Technical,true,true,exact,https://www.futbin.com/26/evolutions/1136/summer-spark
2026-07-17,1137,Hitting Your Stride,100 FUTTIES TOKENS,94,,,,Not Rarity: World Tour Silver Stars,2,Technical | First Touch,,4,inferred,https://www.futbin.com/26/evolutions/1137/hitting-your-stride
